,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM),52 Week Range
239,0P0001DK2A,Invesco Global Hlth Care Innovt Z USD AD,+0.04,+0.18%,21.87,22.16,20.58,10.19%,10.19%,
240,0P0001DK29,Invesco Global Hlth Care Innovt C USD AD,+0.49,+0.22%,224.28,227.36,211.34,10.12%,10.12%,
241,0P0000TVUA,JHFunds2 Health Sciences NAV,0.0000,0.00%,4.8000,4.95,4.79,8.32%,8.32%,
242,0P0000A30I,Fidelity Global Health Care Series B,+0.04,+0.09%,48.53,49.06,46.16,N/A,N/A,
243,0P0000A30F,Fidelity Global Health Care Series A,+0.04,+0.09%,46.60,47.10,44.35,N/A,N/A,
244,SMCCX,ALPS/Smith Credit Opportunities C,-0.02,-0.22%,8.97,9.05,8.91,1.11%,1.11%,
245,SMCRX,ALPS/Smith Credit Opportunities I,-0.02,-0.22%,8.98,9.06,8.92,1.36%,1.36%,
246,SMCAX,ALPS/Smith Credit Opportunities A,-0.02,-0.22%,8.98,9.06,8.91,1.29%,1.29%,
247,SMCVX,ALPS/Smith Credit Opportunities Inv,-0.02,-0.22%,9.02,9.10,8.92,1.84%,1.84%,
248,DSBFX,Domini Impact Bond Investor,-0.04,-0.41%,9.76,9.90,9.80,-0.32%,-0.32%,
249,DSBIX,Domini Impact Bond Institutional,-0.04,-0.41%,9.69,9.83,9.73,-0.26%,-0.26%,
250,0P0001IMOM,Lord Abbett GF II Fl Rt Sr Ln Z USD Acc,0.00,0.00%,12.85,12.74,12.29,2.82%,2.82%,
251,0P0001IMOK,Lord Abbett GF II Fl Rt Sr Ln A USD Dis,0.00,0.00%,9.06,9.03,8.95,2.67%,2.67%,
252,0P0001IMOL,Lord Abbett GF II Fl Rt Sr Ln N USD Acc,0.00,0.00%,12.00,11.91,11.53,2.49%,2.49%,
253,0P0001IMON,Lord Abbett GF II Fl Rt Sr Ln Z USD Dis,0.00,0.00%,9.05,9.02,8.94,2.79%,2.79%,
254,0P0001IMOO,Lord Abbett GF II Fl Rt Sr Ln I USD Acc,0.00,0.00%,12.03,11.93,11.50,2.84%,2.84%,
255,DSBYX,Domini Impact Bond Fund,-0.04,-0.41%,9.77,9.91,9.80,-0.27%,-0.27%,
256,BHCUX,Baron Health Care Fund,-0.03,-0.15%,19.57,20.16,18.92,8.87%,8.87%,
257,BHCFX,Baron Health Care Fund,-0.04,-0.21%,19.29,19.86,18.65,8.84%,8.84%,
258,BHCHX,Baron Health Care Fund,-0.04,-0.20%,19.58,20.17,18.92,8.92%,8.92%,
259,RAGHX,Virtus KAR Health Sciences A,-0.04,-0.14%,29.31,30.21,28.15,9.81%,9.81%,
260,RCGHX,Virtus KAR Health Sciences C,-0.03,-0.17%,17.16,17.70,16.52,9.63%,9.63%,
261,HLHIX,Virtus KAR Health Sciences Inst,-0.05,-0.16%,30.34,31.26,29.10,9.90%,9.90%,
262,HBGHX,Hartford Healthcare HLS IB,+0.03,+0.20%,14.80,15.08,14.23,7.49%,7.49%,
263,HIAHX,Hartford Healthcare HLS IA,+0.03,+0.18%,16.85,17.16,16.19,7.50%,7.50%,
264,0P00017NS8,AQA Selective Income C USD Acc,+0.15,+0.13%,116.80,117.24,115.76,-0.06%,-0.06%,
265,AAAEX,Virtus KAR Health Sciences P,-0.05,-0.16%,30.34,31.26,29.09,9.90%,9.90%,
266,QGLCX,Gold Bullion Strategy Advisor,-0.45,-1.94%,23.18,22.08,21.41,6.83%,6.83%,
267,AHSAX,Alger Health Sciences A,+0.02,+0.09%,21.07,21.69,20.25,9.29%,9.29%,
268,AHSZX,Alger Health Sciences Z,+0.02,+0.09%,21.60,22.22,20.72,9.46%,9.46%,
269,AHSCX,Alger Health Sciences C,+0.01,+0.08%,13.05,13.44,12.59,9.13%,9.13%,
270,BIPIX,ProFunds Biotechnology UltraSector Fund,-1.12,-1.98%,56.61,63.86,57.54,7.82%,7.82%,
271,BIPSX,ProFunds Biotechnology UltraSector Fund,-0.70,-1.96%,35.63,40.24,37.11,7.57%,7.57%,
272,RYCFX,Rydex Biotechnology C,-0.49,-1.03%,47.52,49.64,47.52,0.55%,0.55%,
273,RYBOX,Rydex Biotechnology A,-0.62,-1.02%,60.60,63.26,60.43,0.73%,0.73%,
274,RYOAX,Rydex Biotechnology H,-0.59,-1.02%,57.82,60.36,57.66,0.73%,0.73%,
275,RYOIX,Rydex Biotechnology Inv,-0.72,-1.03%,69.92,72.96,69.66,0.80%,0.80%,
276,LYFCX,AlphaCentric LifeSci Healthcare C,-0.06,-0.52%,11.47,12.09,12.39,-0.95%,-0.95%,
277,LYFAX,AlphaCentric LifeSci Healthcare A,-0.07,-0.60%,11.73,12.35,12.62,-0.78%,-0.78%,
278,LYFIX,AlphaCentric LifeSci Healthcare I,-0.07,-0.59%,11.82,12.45,12.71,-0.77%,-0.77%,
279,QGLDX,Gold Bullion Strategy Investor,-0.45,-1.90%,23.71,22.60,21.90,6.99%,6.99%,
280,LOGSX,Live Oak Health Sciences,-0.16,-0.78%,20.64,21.08,20.92,5.10%,5.10%,
281,0P0001M2FQ,Galileo - Biotech Innovation Fund IM USD,+2.41,+1.90%,126.59,148.45,127.29,18.06%,18.06%,
282,0P0001M2FP,Galileo - Biotech Innovation Fund BC USD,+1.11,+1.92%,57.81,67.71,57.88,18.43%,18.43%,
283,0P0001614Y,Onelife Fund USD,+12.08,+1.49%,808.37,846.35,789.93,3.95%,3.95%,
284,0P0001HT9P,Onelife Fund USD B,+15.06,+1.49%,"1,010.76","1,058.76",989.80,3.82%,3.82%,
285,0P00019XPC,Global Special Situations I USD,+0.30,+0.30%,100.12,100.61,98.10,1.16%,1.16%,
286,PHYNX,Penn Capital Opportunistic High Inc Inst,-0.02,-0.22%,8.63,8.70,8.55,1.60%,1.60%,
287,RYHAX,Rydex Health Care H,-0.24,-0.69%,34.95,35.77,33.65,7.13%,7.13%,
288,RYHIX,Rydex Health Care Inv,-0.28,-0.67%,41.51,42.49,39.93,7.19%,7.19%,
289,RYHEX,Rydex Health Care A,-0.25,-0.68%,36.51,37.37,35.15,7.11%,7.11%,
290,RYHCX,Rydex Health Care C,-0.20,-0.69%,29.16,29.87,28.16,6.93%,6.93%,
291,0P0000YUAL,Gold Bullion Strategy,-0.04,-0.16%,25.66,24.22,22.45,7.02%,7.02%,
292,HCPSX,ProFunds UltraSector Health Care Svc,-0.15,-0.18%,82.53,85.91,79.97,11.91%,11.91%,
293,HCPIX,ProFunds UltraSector Health Care Inv,-0.18,-0.17%,103.58,107.72,100.12,12.18%,12.18%,
294,0P0001PK6L,BlueBox Precision Medicine A USD Acc,+9.71,+0.89%,"1,089.85","1,148.67","1,020.62",9.40%,9.40%,
295,0P0001PK5T,BlueBox Precision Medicine S USD Acc,+10.37,+0.89%,"1,159.43","1,221.42","1,084.51",9.53%,9.53%,
296,BGHDX,Baillie Gifford Health Innovation Equities Fund,-0.07,-1.23%,5.67,5.85,5.83,1.34%,1.34%,
297,BGHBX,Baillie Gifford Health Inn Eq Instl,-0.07,-1.23%,5.67,5.84,5.83,1.52%,1.52%,
298,SHPAX,Saratoga Health & Biotechnology A,-0.03,-0.16%,19.12,19.52,19.25,5.64%,5.64%,
299,SBHIX,Saratoga Health & Biotechnology I,-0.04,-0.17%,22.88,23.36,22.91,5.78%,5.78%,
300,SHPCX,Saratoga Health & Biotechnology C,-0.02,-0.15%,12.98,13.26,13.26,5.50%,5.50%,
301,0P00009UWL,Atlantis China Healthcare USD,+0.0010,+0.09%,1.1240,1.12,1.18,-7.91%,-7.91%,
302,0P0001IUU2,Polar Capital Funds PLC - Polar Capital Healthcare Discovery Fund,+0.13,+0.99%,13.07,13.85,12.54,11.25%,11.25%,
303,0P0001IUU0,Polar Capital Funds PLC - Polar Capital Healthcare Discovery Fund,+0.14,+1.09%,12.87,13.65,12.40,11.17%,11.17%,
304,LHCSX,Lord Abbett Health Care R4,0.00,0.00%,18.41,18.88,17.59,8.54%,8.54%,
305,LHCCX,Lord Abbett Health Care C,+0.01,+0.06%,17.71,18.19,16.98,8.33%,8.33%,
306,LHCAX,Lord Abbett Health Care A,+0.01,+0.05%,18.41,18.89,17.59,8.54%,8.54%,
307,LHCFX,Lord Abbett Health Care F,0.00,0.00%,18.64,19.12,17.79,8.61%,8.61%,
308,LHCIX,Lord Abbett Health Care I,+0.01,+0.05%,18.60,19.08,17.76,8.63%,8.63%,
309,LHCVX,Lord Abbett Health Care R6,0.00,0.00%,18.66,19.14,17.80,8.66%,8.66%,
310,LHCQX,Lord Abbett Health Care R3,0.00,0.00%,18.18,18.65,17.38,8.47%,8.47%,
311,LHCOX,Lord Abbett Health Care F3,0.00,0.00%,18.65,19.12,17.79,8.66%,8.66%,
312,LHCTX,Lord Abbett Health Care R5,+0.01,+0.05%,18.60,19.08,17.76,8.63%,8.63%,
313,0P0001RUE4,Jupiter Systematic Healthcare I,+0.07,+0.69%,10.77,11.01,10.85,5.50%,5.50%,
314,0P000162V7,Protea Sectoral Em Mkts Hlthcr Z USD Acc,+0.17,+1.87%,9.08,9.32,10.03,-10.14%,-10.14%,
315,0P000125KZ,Protea Sectoral Em Mkts Hlthcr NF USDAcc,+0.18,+1.87%,9.62,9.88,10.66,-10.37%,-10.37%,
316,0P000125KX,Protea Sectoral Em Mkts Hlthcr PF USDAcc,+0.16,+1.86%,8.62,8.87,9.61,-10.62%,-10.62%,
317,0P000125KY,Protea Sectoral Em Mkts Hlthcr IF USDAcc,+0.18,+1.88%,9.57,9.84,10.62,-10.41%,-10.41%,
318,0P0001MZ81,China Health Care Equity (USD) FQ Acc,+0.74,+1.30%,56.63,57.88,63.25,-13.40%,-13.40%,
319,0P0001MZ80,China Health Care Equity (USD) FA Acc,+0.72,+1.29%,55.48,56.75,62.18,-13.56%,-13.56%,
320,0P0001NYPR,Hereford Fds Bin Yuan Healthcare L1 USD,+1.49,+2.55%,58.49,59.35,65.56,-15.26%,-15.26%,
321,PHPIX,ProFunds Pharmaceuticals UltraSector Fund,-0.17,-0.74%,22.90,24.94,24.23,4.75%,4.75%,
322,PHPSX,ProFunds Pharmaceuticals UltraSector Fund,-0.14,-0.74%,18.93,20.63,20.05,4.46%,4.46%,
323,0P0001NLKI,UBS (Lux) ES China HC (USD) P-acc,-0.24,-0.41%,59.13,59.61,65.93,-14.26%,-14.26%,
324,0P0001NLKJ,UBS (Lux) ES China HC (USD) Q-acc,-0.25,-0.41%,60.37,60.80,67.02,-14.06%,-14.06%,
325,0P0001NLKH,UBS (Lux) Equity SICAV - China Health Care (USD) I-X-acc,-0.25,-0.40%,62.30,62.67,68.76,-13.80%,-13.80%,
326,0P0001NLKK,UBS (Lux) Equity SICAV - China Health Care (USD) U-X-acc,-31.57,-0.40%,"7,798.19","7,843.64","8,607.13",-13.79%,-13.79%,
327,MSVDX,"Morgan Stanley Institutional Fund, Inc. - Vitality Portfolio",+0.01,+0.17%,5.98,6.32,6.18,2.04%,2.04%,
328,MSVEX,"Morgan Stanley Institutional Fund, Inc. - Vitality Portfolio",0.00,0.00%,5.96,6.29,6.17,2.04%,2.04%,
329,MSVOX,"Morgan Stanley Institutional Fund, Inc. - Vitality Portfolio",+0.01,+0.17%,5.99,6.32,6.19,2.03%,2.03%,
330,MSVMX,"Morgan Stanley Institutional Fund, Inc. - Vitality Portfolio",+0.01,+0.17%,5.90,6.24,6.13,1.74%,1.74%,
331,0P0001RCEZ,Eastspring Global Onclgy Mstr Eq-FoF USD,+0.05,+0.48%,10.50,10.69,10.03,6.05%,6.05%,
332,0P0001RCF1,Eastspring Glbl Onclgy Fdr Eq-FoF CF USD,+0.04,+0.38%,10.45,10.63,10.01,5.68%,5.68%,
333,0P0001RJ3S,Eastspring Globl Onclgy Fdr Eq-FoF C USD,+0.05,+0.47%,10.68,10.86,10.23,5.85%,5.85%,
334,0P0001RGGJ,BSF Health Sciences Absolute Ret Z2 USD,+0.12,+0.11%,106.51,106.39,103.50,4.29%,4.29%,
335,0P0001I3PU,Abante Global Funds Abante Life Sciences Fund,+0.03,+0.47%,7.31,7.62,7.05,5.30%,5.30%,
336,0P0001KQDL,Goldman Sachs Global Future Health Care Equity Portfolio,+0.08,+0.78%,10.26,10.58,10.06,5.84%,5.84%,
337,0P0001KQDQ,Goldman Sachs Global Future Health Care Equity Portfolio,+0.09,+0.87%,10.35,10.67,10.14,5.88%,5.88%,
338,0P0000SKYY,Belfius Equities Glob Health Care L$ Cap,-11.90,-0.22%,"5,356.68","5,424.37","5,196.21",6.11%,6.11%,
339,0P0001KQDS,Goldman Sachs Global Future Health Care Equity Portfolio,+0.09,+0.85%,10.54,10.86,10.31,5.98%,5.98%,
340,0P00019UBP,Bellevue (Lux) Bellevue HC Stgy I USD,+1.59,+0.68%,233.50,237.74,231.66,3.41%,3.41%,
341,0P0001HHB3,M&G (Lux) Optimal Income J H M USD Inc,-0.02,-0.24%,9.74,9.86,9.67,0.14%,0.14%,
342,0P0001MAI3,HSBC GIF Glb Eq Sust Hlthcare BC USD,+0.07,+0.67%,9.99,10.16,9.16,13.68%,13.68%,
343,0P0001MEAJ,Baillie Gifford WW Hlth Innovt B USD Inc,+0.05,+0.96%,5.54,5.79,5.80,0.84%,0.84%,
344,0P0000ZVJH,Polar Capital Biotech R Inc,+0.97,+2.35%,41.33,44.02,39.05,7.04%,7.04%,
345,0P0001NSOO,Lombard Odier Funds - Global HealthTech,+0.05,+0.82%,6.52,6.76,6.58,2.12%,2.12%,
346,0P0001AF8E,Franklin Biotechnology Discv F(acc) USD,+0.25,+2.01%,12.41,13.25,11.54,11.61%,11.61%,
347,0P0001M67C,Janus Henderson Horizon Biotechnology Fund,+0.18,+0.80%,22.64,23.53,20.97,7.04%,7.04%,
348,0P0001JC7I,Baillie Gifford WW Hlth Innovt A USD Acc,+0.09,+0.96%,8.96,9.37,9.41,0.59%,0.59%,
349,0P0001KZSG,Janus Henderson Mlt-Sect Inc A3m USD,+0.02,+0.24%,8.43,8.52,8.45,1.07%,1.07%,
350,0P0001KZSG,Janus Henderson Mlt-Sect Inc A3m USD,+0.02,+0.24%,8.43,8.52,8.45,1.07%,1.07%,
351,0P0001DFIZ,M&G (Lux) Investment Funds 1 - M&G (Lux) Optimal Income Fund,-0.03,-0.24%,11.70,11.79,11.38,0.09%,0.09%,
352,0P0001P0NC,Bellevue Diversified HC I2 Acc USD,+0.32,+0.26%,124.54,126.35,118.32,9.55%,9.55%,
353,0P00014IFW,AXAWF Global Conv A Cap USD H pf,+0.06,+0.05%,128.47,129.78,127.68,0.87%,0.87%,
354,0P00000RMR,Janus Henderson Glb Life Scn B2 USD,+0.31,+0.77%,40.43,41.82,39.08,7.81%,7.81%,
355,0P0000LZRE,JPMorgan Funds - Global Healthcare Fund C (acc) - USD,+2.80,+0.46%,602.98,615.63,576.37,7.83%,7.83%,
356,0P00018YPO,Pharus SICAV Medical Innov AH USD Acc,+0.72,+0.80%,90.04,92.53,90.62,4.27%,4.27%,
357,0P00019UBP,Bellevue (Lux) Bellevue HC Stgy I USD,+1.59,+0.68%,233.50,237.74,231.66,3.41%,3.41%,
358,0P0001HHB3,M&G (Lux) Optimal Income J H M USD Inc,-0.02,-0.24%,9.74,9.86,9.67,0.14%,0.14%,
359,0P0000XHD3,UBS (Lux) EF Biotech (USD) Q-acc,+4.83,+1.70%,283.33,302.02,293.89,-1.55%,-1.55%,
360,0P0001IQK1,Schroder ISF Hlthcr Innovt B Acc USD,-0.04,-0.03%,153.69,155.95,146.51,9.74%,9.74%,
361,0P0000MUT3,PPF Global Biotech I USD,+1.12,+1.40%,80.16,85.07,83.64,-0.65%,-0.65%,
362,0P0001NSOO,Lombard Odier Funds - Global HealthTech,+0.05,+0.82%,6.52,6.76,6.58,2.12%,2.12%,
363,0P0001KQDL,Goldman Sachs Global Future Health Care Equity Portfolio,+0.08,+0.78%,10.26,10.58,10.06,5.84%,5.84%,
364,0P0001I3PU,Abante Global Funds Abante Life Sciences Fund,+0.03,+0.47%,7.31,7.62,7.05,5.30%,5.30%,
365,0P00000ROC,PineBridge Global Bond Y,-0.79,-0.27%,295.89,297.83,291.95,-0.00%,-0.00%,
366,0P0001EEW1,Protea Sectoral Hlthcare Opps P USD Acc,+5.54,+0.74%,743.79,771.21,741.53,5.20%,5.20%,
367,0P0001C6GF,CS Investment Funds 2 - Credit Suisse (Lux) Digital Health Equity Fund,+8.34,+1.25%,668.85,725.82,702.79,1.56%,1.56%,
368,0P0001EN4M,M&G (Lux) Optimal Income JI H USD Acc,-0.03,-0.24%,11.81,11.90,11.48,0.13%,0.13%,
369,0P0001DDP9,Bellevue Funds (Lux) - Bellevue Digital Health,+1.92,+1.17%,163.73,171.15,168.05,1.27%,1.27%,
370,0P0001MDGE,New Capital Healthcare Dsrptrs USD P Acc,+0.83,+0.91%,90.84,95.04,88.81,7.73%,7.73%,
371,0P00019UBQ,Bellevue (Lux) Bellevue HC Stgy B USD,+1.49,+0.67%,221.38,225.55,220.28,3.23%,3.23%,
372,0P0001CBI5,CS (Lux)Digital Health Equity DB USD,+18.12,+1.26%,"1,443.63","1,565.04","1,508.45",1.81%,1.81%,
373,0P00016NYY,United Global Healthcare USD Dist,+0.0030,+0.36%,0.8450,0.86,0.85,4.48%,4.48%,
374,0P00019MHD,Trecento Santé ISR R USD,+2.01,+0.15%,"1,334.22","1,355.27","1,268.34",10.00%,10.00%,
375,0P0000LZRE,JPMorgan Funds - Global Healthcare Fund C (acc) - USD,+2.80,+0.46%,602.98,615.63,576.37,7.83%,7.83%,
376,0P00000MJJ,Franklin Biotechnology Discv N(acc)USD,+0.66,+2.03%,32.49,34.69,30.19,11.75%,11.75%,
377,0P00011MY1,Capital Global Biotech Fund of Capital Brilliance Umbrella Fund,+0.01,+0.04%,19.72,20.00,18.40,10.78%,10.78%,
378,0P0001BCDP,HBM UCITS (Lux) Funds - HBM Global Biotechnology Fund,+7.58,+1.81%,419.13,448.71,411.33,2.49%,2.49%,
379,0P0001PTQ2,Taishin Future Health Fund NA-USD,+0.04,+0.34%,10.25,10.67,10.05,9.23%,9.23%,
380,0P0001M67C,Janus Henderson Horizon Biotechnology Fund,+0.18,+0.80%,22.64,23.53,20.97,7.04%,7.04%,
381,0P0001F58V,Candriam Equities L Oncology Impact,+1.73,+0.66%,261.17,264.91,248.93,6.89%,6.89%,
382,0P0001FE3O,Carmignac Pf Credit A USD H Acc,+0.44,+0.28%,155.09,153.77,146.35,2.79%,2.79%,
383,0P0001JC7I,Baillie Gifford WW Hlth Innovt A USD Acc,+0.09,+0.96%,8.96,9.37,9.41,0.59%,0.59%,
384,0P0001KZSG,Janus Henderson Mlt-Sect Inc A3m USD,+0.02,+0.24%,8.43,8.52,8.45,1.07%,1.07%,
385,0P0001CBI5,CS (Lux)Digital Health Equity DB USD,+18.12,+1.26%,"1,443.63","1,565.04","1,508.45",1.81%,1.81%,
386,0P0001P0NC,Bellevue Diversified HC I2 Acc USD,+0.32,+0.26%,124.54,126.35,118.32,9.55%,9.55%,
387,0P0001NSOO,LO Funds Global HealthTech USD MA,+0.05,+0.82%,6.52,6.76,6.58,2.12%,2.12%,
388,0P0001NH9K,Franklin Genomic Advcdmnts W (acc) USD,+0.06,+1.01%,5.95,6.28,5.90,7.13%,7.13%,
389,0P0001LZKI,New Capital UCITS Fund Plc - New Capital Healthcare Disruptors Fund,+0.83,+0.91%,90.98,95.18,88.92,7.75%,7.75%,
390,0P0001BSLG,Granahan US Small Cap Discvs Fdrs USDAcc,+0.15,+0.95%,15.82,16.89,15.75,4.41%,4.41%,
391,0P0001LZKL,New Capital UCITS Fund Plc - New Capital Healthcare Disruptors Fund,+0.80,+0.90%,88.47,92.64,86.80,7.49%,7.49%,
392,0P0001JYRK,JSS Sustainable Equity Ftr Hth P USD Dis,+0.38,+0.38%,100.49,101.76,98.59,4.33%,4.33%,
393,0P0001P53A,Franklin Templeton SinoAm Biotechnology Fund,+0.21,+1.77%,11.86,12.61,11.33,7.71%,7.71%,
394,0P0001H8LW,AXA IM Wave Biotech A Cap USD,+0.90,+0.74%,121.43,128.04,120.54,3.70%,3.70%,
395,0P0001RQVU,AB - International Health Care,+0.33,+0.31%,106.20,108.76,108.32,7.78%,7.78%,
396,0P0001MAQ4,BlackRock Global Funds - World Healthscience Fund,+0.02,+0.17%,12.04,12.11,11.41,8.66%,8.66%,
397,0P0001J5Y5,JSS Sustainable Equity Ftr Hth P USD acc,+0.37,+0.37%,99.04,100.29,97.16,4.33%,4.33%,
398,0P0001O3LH,Lazard Digital Health Fund,+1.05,+1.45%,72.28,76.29,74.77,1.31%,1.31%,
399,0P0001NDO0,LO Funds Global HealthTech Sd USD NA,+0.05,+0.82%,6.62,6.85,6.66,2.26%,2.26%,
400,0P0000LZRE,JPMorgan Funds - Global Healthcare Fund C (acc) - USD,+2.80,+0.46%,602.98,615.63,576.37,7.83%,7.83%,
401,0P00000MJJ,Franklin Biotechnology Discv N(acc)USD,+0.66,+2.03%,32.49,34.69,30.19,11.75%,11.75%,
402,0P00011MY1,Capital Global Biotech Fund of Capital Brilliance Umbrella Fund,+0.01,+0.04%,19.72,20.00,18.40,10.78%,10.78%,
403,0P0001BCDP,HBM UCITS (Lux) Funds - HBM Global Biotechnology Fund,+7.58,+1.81%,419.13,448.71,411.33,2.49%,2.49%,
404,0P0001PTQ2,Taishin Future Health Fund NA-USD,+0.04,+0.34%,10.25,10.67,10.05,9.23%,9.23%,
405,0P0001M67C,Janus Henderson Horizon Biotechnology Fund,+0.18,+0.80%,22.64,23.53,20.97,7.04%,7.04%,
406,0P0001F58V,Candriam Equities L Oncology Impact,+1.73,+0.66%,261.17,264.91,248.93,6.89%,6.89%,
407,0P0001FE3O,Carmignac Pf Credit A USD H Acc,+0.44,+0.28%,155.09,153.77,146.35,2.79%,2.79%,
408,0P0001JC7I,Baillie Gifford WW Hlth Innovt A USD Acc,+0.09,+0.96%,8.96,9.37,9.41,0.59%,0.59%,
409,0P0001KZSG,Janus Henderson Mlt-Sect Inc A3m USD,+0.02,+0.24%,8.43,8.52,8.45,1.07%,1.07%,
410,0P0001CBI5,CS (Lux)Digital Health Equity DB USD,+18.12,+1.26%,"1,443.63","1,565.04","1,508.45",1.81%,1.81%,
411,0P0001P0NC,Bellevue Diversified HC I2 Acc USD,+0.32,+0.26%,124.54,126.35,118.32,9.55%,9.55%,
412,0P0001NSOO,LO Funds Global HealthTech USD MA,+0.05,+0.82%,6.52,6.76,6.58,2.12%,2.12%,
413,0P0001NH9K,Franklin Genomic Advcdmnts W (acc) USD,+0.06,+1.01%,5.95,6.28,5.90,7.13%,7.13%,
414,0P0001LZKI,New Capital UCITS Fund Plc - New Capital Healthcare Disruptors Fund,+0.83,+0.91%,90.98,95.18,88.92,7.75%,7.75%,
415,0P0001BSLG,Granahan US Small Cap Discvs Fdrs USDAcc,+0.15,+0.95%,15.82,16.89,15.75,4.41%,4.41%,
416,0P0001LZKL,New Capital UCITS Fund Plc - New Capital Healthcare Disruptors Fund,+0.80,+0.90%,88.47,92.64,86.80,7.49%,7.49%,
417,0P0001JYRK,JSS Sustainable Equity Ftr Hth P USD Dis,+0.38,+0.38%,100.49,101.76,98.59,4.33%,4.33%,
418,0P0001P53A,Franklin Templeton SinoAm Biotechnology Fund,+0.21,+1.77%,11.86,12.61,11.33,7.71%,7.71%,
419,0P0001H8LW,AXA IM Wave Biotech A Cap USD,+0.90,+0.74%,121.43,128.04,120.54,3.70%,3.70%,
420,0P0001RQVU,AB - International Health Care,+0.33,+0.31%,106.20,108.76,108.32,7.78%,7.78%,
421,0P0001MAQ4,BlackRock Global Funds - World Healthscience Fund,+0.02,+0.17%,12.04,12.11,11.41,8.66%,8.66%,
422,0P0001J5Y5,JSS Sustainable Equity Ftr Hth P USD acc,+0.37,+0.37%,99.04,100.29,97.16,4.33%,4.33%,
423,0P0001O3LH,Lazard Digital Health Fund,+1.05,+1.45%,72.28,76.29,74.77,1.31%,1.31%,
424,0P0001NDO0,LO Funds Global HealthTech Sd USD NA,+0.05,+0.82%,6.62,6.85,6.66,2.26%,2.26%,
425,0P00015H7A,Protea Sectoral Biotech Opps PF USD Acc,+0.15,+1.85%,8.10,8.64,8.40,-1.12%,-1.12%,
426,0P000148AL,Polar Capital Hlthcare Blue Chip I Inc,+0.03,+0.16%,18.86,19.17,17.99,9.52%,9.52%,
427,0P00001UDT,Pictet-Biotech P dy USD,+2.69,+0.32%,852.74,900.04,818.45,3.76%,3.76%,
428,0P00014HDG,Janus Henderson Glb Life Scn H1 USD,+0.19,+0.77%,24.70,25.50,23.66,8.48%,8.48%,
429,0P0000ZTBL,JPM Global Healthcare I (acc) USD,+1.10,+0.46%,237.19,242.24,226.72,7.83%,7.83%,
430,0P0001F59H,Candriam Equities L Oncology Impact,+15.38,+0.67%,"2,282.45","2,312.46","2,164.37",7.22%,7.22%,
431,0P000014AP,Candriam Equities L Biotechnology,+73.19,+1.38%,"5,296.04","5,557.37","5,217.83",2.78%,2.78%,
432,0P000019RH,AB Intl Health Care BX USD,+1.74,+0.31%,565.80,579.73,542.49,7.65%,7.65%,
433,0P0001O4II,Wellington Management Funds (Luxembourg) III SICAV - Emerging Markets Health Care Equity Fund,+0.04,+0.63%,6.99,7.07,7.43,-9.25%,-9.25%,
434,0P0001C6G9,CS (Lux) Digital Health Equity UB USD,+1.64,+1.24%,131.98,143.22,138.67,1.55%,1.55%,
435,0P0001MAHO,HSBC GIF Glb Eq Sust Hlthcare ZC USD,+0.08,+0.68%,11.54,11.72,11.33,13.96%,13.96%,
436,0P0001BHI6,Candriam Eqs L Biotech R2 USD Dis,+1.69,+0.73%,230.64,242.06,226.38,3.11%,3.11%,
437,0P0001483J,Polar Capital Hlthcare Blue Chip I Acc,+0.03,+0.15%,20.60,20.93,19.54,9.54%,9.54%,
438,0P0000JTSG,Bellevue (Lux) Bellevue Obsty Solu IUSD,+1.76,+0.31%,560.12,567.45,550.75,8.63%,8.63%,
439,0P0001DFG7,M&G (Lux) Optimal Income CI H USD Acc,-0.03,-0.24%,11.74,11.83,11.42,0.09%,0.09%,
440,0P0001J2SA,JSS Sustainable Equity Ftr Hth Y USD Acc,+0.44,+0.39%,113.88,115.21,111.22,4.57%,4.57%,
441,0P00001QX7,Pictet-Health Z USD,+1.17,+0.24%,478.42,485.99,451.13,6.72%,6.72%,
442,0P0001IQKQ,Janus Henderson Capital Funds plc - Multi-Sector Income Fund,+0.03,+0.29%,10.31,10.36,10.08,1.26%,1.26%,
443,0P0001BSR7,CPR Invest Global Silver Age T3 USD Acc,+0.96,+0.72%,133.03,134.54,127.33,6.73%,6.73%,
444,0P00015H7B,Protea Sectoral Biotech Opps IF USD Acc,+0.16,+1.81%,8.82,9.39,9.11,-0.93%,-0.93%,
445,0P0001M384,Polar Capital Fut Healthcare A acc USD,+0.83,+0.85%,96.93,100.68,93.09,9.32%,9.32%,
446,0P0001LUQZ,Invesco Funds - Invesco China Health Care Equity Fund,-0.0100,-0.23%,4.2800,4.22,4.52,-11.42%,-11.42%,
447,0P00000BON,Candriam Equities L Biotechnology,+5.16,+0.71%,728.37,765.35,718.69,2.78%,2.78%,
448,0P0001HJ7Z,Bellevue (Lux) Bellevue Dgtl Hthl AI2USD,+1.53,+1.18%,129.78,135.55,133.36,1.49%,1.49%,
449,0P0001BM5E,Sector Healthcare Value B USD,+1.47,+0.91%,162.39,167.81,165.17,3.27%,3.27%,
